LO_ID,Subject,Subject_Name,Priority,BK_Only,ECQB_2026_Change,File_Hits,First_File,DB_Rows,Coverage_Status_Suggested,LO_Text
021.10.10.01.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the function and the principle of operation of the following main components of a turbocharger: turbine; compressor; waste gate; waste-gate actuator.
021.10.10.01.05,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the difference between an altitude-boosted turbocharger and a ground-boosted turbocharger.
021.10.10.01.06,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain turbo lag.
021.10.10.01.07,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the term ‘critical altitude’.
021.10.10.01.08,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the function of an intercooler.
021.10.10.01.09,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the terms ‘full-throttle height’ and ‘rated altitude’.
021.10.10.01.10,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the purpose of a supercharger and the basic differences from a turbocharger.
021.10.10.02.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the correct procedures for setting the engine controls when increasing or decreasing power.
021.10.10.02.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the following terms: take-off power; maximum continuous power.
021.10.10.02.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the start problems associated with extreme cold weather.
021.10.10.02.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the principal difference between a full-authority digital engine control (FADEC) system-controlled engine and traditional manual engine controls.
021.10.10.02.05,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the engine controls available on the flight deck for a FADEC-controlled engine.
021.10.10.02.06,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain that the FADEC has full authority of the control of all engine parameters ensuring efficient and correct running of the engine, including protection in the event of failure."
021.10.10.02.07,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the need for FADEC redundancy with regard to power supply and data input and output.
021.11.01.01.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe how thrust is produced by a basic gas turbine engine.
021.11.01.01.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the simple form of the thrust formula for a basic, straight jet engine and perform simple calculations (including pressure thrust)."
021.11.01.01.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State that thrust can be considered to remain approximately constant over the whole aeroplane subsonic speed range.
021.11.01.02.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,List the main components of a basic gas turbine engine: inlet; compressor; combustion chamber; turbine; outlet.
021.11.01.02.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the variation of static pressure, temperature and axial velocity in a gas turbine engine under normal operating conditions and with the aid of a working cycle diagram."
021.11.01.02.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the differences between absolute, circumferential (tangential) and axial velocity."
021.11.01.02.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,List the different types of gas turbine engines: straight jet; turbofan; turboprop.
021.11.01.02.05,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State that a gas turbine engine can have one or more spools.
021.11.01.02.06,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe how thrust is produced by turbojet and turbofan engines.
021.11.01.02.07,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe how power is produced by turboprop engines.
021.11.01.02.08,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the term ‘equivalent horsepower’ (= thrust horsepower + shaft horsepower).
021.11.01.02.09,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the principle of a free turbine or free-power turbine.
021.11.01.02.10,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the term ‘bypass ratio’ and perform simple calculations to determine it.
021.11.01.02.11,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Define the terms ‘propulsive power’, ‘propulsive efficiency’, ‘thermal efficiency’ and ‘total efficiency’."
021.11.01.02.12,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the influence of compressor-pressure ratio on thermal efficiency.
021.11.01.02.13,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Explain the variations of propulsive efficiency with forward speed for turbojet, turbofan and turboprop engines."
021.11.01.02.14,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the term ‘specific fuel consumption’ for turbojets and turboprops.
021.11.02.01.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the functions of the engine air inlet/air intake.
021.11.02.01.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the geometry of a subsonic (pitot-type) air inlet.
021.11.02.01.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the gas-parameter changes in a subsonic air inlet at different flight speeds.
021.11.02.01.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the reasons for, and the dangers of, the following operational problems concerning the engine air inlet: airflow separation; inlet icing; inlet damage; foreign object damage (FOD); heavy in-flight turbulence."
021.11.02.02.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the purpose of the compressor.
021.11.02.02.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the working principle of a centrifugal and an axial flow compressor.
021.11.02.02.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Name the following main components of a single stage and describe their function for a centrifugal compressor: impeller; diffuser.
021.11.02.02.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Name the following main components of a single stage and describe their function for an axial compressor: rotor vanes; stator vanes.
021.11.02.02.05,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the gas-parameter changes in a compressor stage.
021.11.02.02.06,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the term ‘pressure ratio’ and state a typical value for one stage of a centrifugal and an axial flow compressor and for the complete compressor.
021.11.02.02.07,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the advantages and disadvantages of increasing the number of stages in a centrifugal compressor.
021.11.02.02.08,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the difference in sensitivity for FOD of a centrifugal compressor compared with an axial flow type.
021.11.02.02.09,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the convergent air annulus through an axial flow compressor.
021.11.02.02.10,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the reason for twisting the compressor blades.
021.11.02.02.11,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the tasks of inlet guide vanes (IGVs).
021.11.02.02.12,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the reason for the clicking noise whilst the compressor slowly rotates on the ground.
021.11.02.02.13,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the advantages of increasing the number of spools.
021.11.02.02.14,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the implications of tip losses and describe the design features to minimise the problem.
021.11.02.02.15,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the problems of blade bending and flapping and describe the design features to minimise the problem.
021.11.02.02.16,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the following terms: compressor stall; engine surge.
021.11.02.02.17,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the conditions that are possible causes of stall and surge.
021.11.02.02.18,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the indications of stall and surge.
021.11.02.02.19,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the design features used to minimise the occurrence of stall and surge.
021.11.02.02.20,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe a compressor map (surge envelope) with rpm lines, stall limit, steady state line and acceleration line."
021.11.02.02.21,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the function of the diffuser.
021.11.02.03.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the purpose of the combustion chamber.
021.11.02.03.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,List the requirements for combustion.
021.11.02.03.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the working principle of a combustion chamber.
021.11.02.03.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the reason for reducing the airflow axial velocity at the combustion chamber inlet (snout).
021.11.02.03.05,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the function of the swirl vanes (swirler).
021.11.02.03.06,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the function of the drain valves.
021.11.02.03.07,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Define the terms ‘primary airflow’ and ‘secondary airflow’, and explain their purpose."
021.11.02.03.08,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the following two mixture ratios: primary airflow to fuel; total airflow (within the combustion chamber) to fuel.
021.11.02.03.09,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the gas-parameter changes in the combustion chamber.
021.11.02.03.10,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State a typical maximum value of the outlet temperature of the combustion chamber.
021.11.02.03.11,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the following types of combustion chambers and state the differences between them: can type; can-annular, cannular or turbo-annular; annular; reverse-flow annular."
021.11.02.04.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the purpose of a turbine in different types of gas turbine engines.
021.11.02.04.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the principles of operation of impulse, reaction and impulse-reaction axial flow turbines."
021.11.02.04.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Name the main components of a turbine stage and their function.
021.11.02.04.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the working principle of a turbine.
021.11.02.04.05,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the gas-parameter changes in a turbine stage.
021.11.02.04.06,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the function and the working principle of active clearance control.
021.11.02.04.07,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the implications of tip losses and the means to minimise them.
021.11.02.04.08,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain why the available engine thrust is limited by the turbine inlet temperature.
021.11.02.04.09,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the divergent gas-flow annulus through an axial-flow turbine.
021.11.02.04.10,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the high mechanical thermal stress in the turbine blades and wheels/discs.
021.11.02.05.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Name the following main components of the exhaust unit and their function: jet pipe; propelling nozzle; exhaust cone.
021.11.02.05.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the working principle of the exhaust unit.
021.11.02.05.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the gas-parameter changes in the exhaust unit.
021.11.02.05.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define the term ‘choked exhaust nozzle’ (not applicable to turboprops).
021.11.02.05.05,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how jet exhaust noise can be reduced.
021.11.03.01.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Name the main components of the engine fuel system and state their function: filters; low-pressure (LP) pump; high-pressure (HP) pump; fuel manifold; fuel nozzles; HP fuel cock; fuel control; or hydromechanical unit.
021.11.03.01.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Name the two types of engine-driven high-pressure pumps, such as: gear-type; swash plate-type."
021.11.03.01.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the tasks of the fuel control unit.
021.11.03.01.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,List the possible input parameters to a fuel control unit to achieve a given thrust/power setting.
021.11.03.02.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the tasks of the engine control system.
021.11.03.02.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,List the following different types of engine control systems: hydromechanical; hydromechanical with a limited authority electronic supervisor; single-channel FADEC with hydromechanical backup; dual-channel FADEC with no backup or any other combination.
021.11.03.02.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe a FADEC as a full-authority dual-channel system including functions such as an electronic engine control unit, wiring, sensors, variable vanes, active clearance control, bleed configuration, electrical signalling of thrust lever angle (TLA) (see also AMC to CS-E-50), and an EGT protection function and engine overspeed."
021.11.03.02.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how redundancy is achieved by using more than one channel in a FADEC system.
021.11.03.02.05,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the consequences of a FADEC single input data failure.
021.11.03.02.06,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State that all input and output data is checked by both channels in a FADEC system.
021.11.03.02.07,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"State that a FADEC system uses its own sensors and that, in some cases, also data from aircraft systems is used."
021.11.03.02.08,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State that a FADEC must have its own source of electrical power.
021.11.03.03.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the tasks of an engine lubrication system.
021.11.03.03.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Name the following main components of a lubrication system and state their function: oil tank and centrifugal breather; oil pumps (pressure and scavenge pumps); oil filters (including the bypass); oil sumps; chip detectors; coolers.
021.11.03.03.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain that each spool is fitted with at least one ball bearing and two or more roller bearings.
021.11.03.03.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the use of compressor air in oil-sealing systems (e.g. labyrinth seals).
021.11.03.04.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the tasks of the auxiliary gearbox.
021.11.03.04.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe how the gearbox is driven and lubricated.
021.11.03.05.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the task of the ignition system.
021.11.03.05.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Name the following main components of the ignition system and state their function: power sources; igniters.
021.11.03.05.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State why jet turbine engines are equipped with two electrically independent ignition systems.
021.11.03.05.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the different modes of operation of the ignition system.
021.11.03.06.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Name the main components of the starting system and state their function.
021.11.03.06.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the principle of a turbine engine start.
021.11.03.06.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the following two types of starters: electric; pneumatic.
021.11.03.06.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe a typical start sequence (on ground/in flight) for a turbofan.
021.11.03.06.05,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Define ‘self-sustaining rpm’.
021.11.03.07.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Name the following main components of a reverse-thrust system and state their function: reverse-thrust select lever; power source (pneumatic or hydraulic); actuators; doors; annunciations.
021.11.03.07.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the principle of a reverse-thrust system.
021.11.03.07.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Identify the advantages and disadvantages of using reverse thrust.
021.11.03.07.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe and explain the following different types of thrust-reverser systems: hot-stream reverser; clamshell or bucket-door system; cold-stream reverser (only turbofan engines); blocker doors; cascade vanes.
021.11.03.07.05,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the implications of reversing the cold stream (fan reverser) only on a high bypass ratio engine.
021.11.03.07.06,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the protection features against inadvertent thrust-reverse deployment in flight as present on most transport aeroplanes.
021.11.03.07.07,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the controls and indications provided for the thrust-reverser system.
021.11.04.01.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the following aeroplane engine ratings: take-off; go-around; maximum continuous thrust/power; maximum climb thrust/power.
021.11.04.01.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain spool-up time.
021.11.04.01.03,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the reason for the difference between ground and approach flight idle values (rpm).
021.11.04.01.04,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the parameters that can be used for setting and monitoring the thrust/power.
021.11.04.01.05,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the terms ‘alpha range’, ‘beta range’ and ‘reverse thrust’ as applied to a turboprop power lever."
021.11.04.01.06,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the dangers of inadvertent beta-range selection in flight for a turboprop.
021.11.04.01.07,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the purpose of engine trending.
021.11.04.01.08,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain how the exhaust gas temperature is used to monitor turbine stress.
021.11.04.01.09,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the effect of engine acceleration and deceleration on the EGT.
021.11.04.01.10,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the possible effects on engine components when EGT limits are exceeded.
021.11.04.01.11,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain why engine-limit exceedances must be reported.
021.11.04.01.12,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the limitations on the use of the thrust-reverser system at low forward speed.
021.11.04.01.13,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the term ‘engine seizure’.
021.11.04.01.14,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,State the possible causes of engine seizure and explain their preventative measures.
021.11.04.01.15,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,"Describe the potential consequences of a leak in the following two designs of fuel and oil heat exchanger: oil pressure higher than fuel pressure with oil leaking into the fuel system, potentially affecting the combustion and running of the engine; fuel pressure higher than oil pressure with fuel leaking into the oil system, potentially increasing the risk of a fire due to fuel entering warm parts of the engine that should be free from fuel."
021.11.04.01.16,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain oil-filter clogging (blockage) and the implications for the lubrication system.
021.11.04.01.17,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Give examples of monitoring instruments of an engine.
021.11.04.01.18,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe how to identify and assess engine damage based on instrument indications.
021.11.04.02.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the indications and the possible causes of the following aeroplane starting malfunctions: false (dry or wet) start; tailpipe fire (torching); hot start; abortive (hung) start; no N1 rotation; no FADEC indications.
021.11.04.03.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Explain the relight envelope.
021.11.05.01.01,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the variation of thrust and specific fuel consumption with altitude at constant TAS.
021.11.05.01.02,021,"Aircraft General Knowledge — Airframe, Systems, Powerplant",MED,N,,3,agent_tasklist.md,0,DRAFT_DONE,Describe the variation of thrust and specific fuel consumption with TAS at constant altitude.
